id,fecha,anulado,cancelado_activado,coordinado,comentario
533,20/11/25 09:50:17,0,1,0,"Sin incidencias, asistencia completada a las 00:11."
534,30/10/25 01:22:32,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
535,07/02/25 09:29:28,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
536,20/01/25 01:23:53,0,0,0,"Caso sin novedades, finalizado exitosamente."
537,27/05/25 02:41:55,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
538,16/02/25 19:38:32,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
539,16/07/25 14:37:35,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
540,10/02/26 23:57:02,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
541,19/08/25 18:41:12,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
542,14/06/25 19:30:32,0,0,0,"Caso sin novedades, finalizado exitosamente."
543,19/03/25 01:28:06,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
544,20/02/26 10:45:05,0,0,0,"Sin incidencias, asistencia completada a las 23:28."
545,16/09/25 20:11:02,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
546,07/05/25 22:28:28,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
547,26/09/25 16:39:10,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 86 min.
548,06/07/25 11:58:18,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
549,18/07/25 13:49:21,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
550,14/12/25 19:03:50,0,0,0,"Sin incidencias, asistencia completada a las 08:56."
551,20/11/25 20:21:04,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
552,18/06/25 03:35:43,0,0,0,"Sin incidencias, asistencia completada a las 13:10."
553,17/07/25 09:16:46,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
554,13/03/26 21:58:38,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
555,18/03/25 10:05:37,1,0,0,"Sin incidencias, asistencia completada a las 03:06."
556,06/12/25 04:58:22,0,0,0,"Sin incidencias, asistencia completada a las 17:03."
557,08/06/25 20:44:42,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
558,20/07/25 04:38:45,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
559,13/02/25 09:35:24,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
560,26/11/25 10:52:08,0,1,0,"Sin incidencias, asistencia completada a las 17:59."
561,10/12/25 22:53:47,0,0,0,"Sin incidencias, asistencia completada a las 04:44."
562,17/12/25 16:05:41,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 93 min.
563,10/12/25 13:32:23,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
564,10/01/25 11:19:11,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-4721."
565,20/04/25 10:49:31,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
566,09/04/25 07:08:09,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
567,09/02/25 09:54:50,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
568,21/02/25 16:49:34,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
569,04/03/26 23:56:33,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
570,20/01/25 21:21:56,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
571,28/01/26 19:08:38,0,0,0,"Sin incidencias, asistencia completada a las 17:27."
572,12/07/25 04:10:11,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
573,02/03/26 22:49:39,0,0,0,"Sin incidencias, asistencia completada a las 07:16."
574,19/02/26 05:46:28,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
575,23/01/25 13:23:43,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
576,04/01/26 07:28:39,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
577,26/05/25 23:50:28,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
578,30/04/25 17:15:19,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
579,19/02/26 15:57:53,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
580,10/04/25 11:43:36,0,0,0,"Caso sin novedades, finalizado exitosamente."
581,14/08/25 14:49:18,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
582,03/02/26 12:32:33,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
583,03/08/25 05:52:12,0,0,0,"Sin incidencias, asistencia completada a las 09:50."
584,15/02/26 19:08:55,0,1,0,"Sin incidencias, asistencia completada a las 22:50."
585,09/05/25 01:41:30,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
586,10/07/25 17:59:06,0,0,0,"Sin incidencias, asistencia completada a las 02:34."
587,31/12/25 16:54:07,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
588,26/05/25 02:48:10,1,0,1,"No pudimos comunicarnos con el asegurado pese a 3 intentos (16:23, 15:34). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
589,20/05/25 14:57:32,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
590,17/03/25 13:05:58,0,1,1,Demora elevada del prestador (+105 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
591,24/04/25 14:56:22,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
592,14/01/25 13:03:25,1,0,0,"Sin incidencias, asistencia completada a las 10:00."
593,15/09/25 11:15:24,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
594,11/02/25 11:14:01,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
595,13/06/25 03:53:45,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
596,29/11/25 10:50:09,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
597,12/03/25 01:18:58,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
598,01/03/26 15:44:53,0,1,1,Demora elevada del prestador (+51 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
599,13/03/25 22:30:28,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 86 min.
600,12/11/25 00:57:05,1,0,1,"No pudimos comunicarnos con el asegurado pese a 5 intentos (16:28, 16:41). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
601,10/01/25 08:13:53,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
602,18/03/25 17:46:38,0,0,0,"Caso sin novedades, finalizado exitosamente."
603,28/09/25 13:07:49,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
604,28/05/25 07:19:07,0,1,1,Demora elevada del prestador (+81 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
605,25/01/25 07:26:40,1,0,1,"No pudimos comunicarnos con el asegurado pese a 5 intentos (18:41, 20:45). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
606,11/02/26 19:29:04,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
607,26/02/25 15:38:34,0,1,1,Demora elevada del prestador (+47 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
608,09/01/25 20:32:36,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
609,04/05/25 22:09:18,1,0,0,"Sin incidencias, asistencia completada a las 06:06."
610,08/08/25 00:39:22,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
611,04/05/25 18:26:11,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 36 min.
612,07/12/25 21:05:33,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
613,04/07/25 02:33:34,0,1,0,"Sin incidencias, asistencia completada a las 20:03."
614,17/09/25 16:35:01,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-1955."
615,19/07/25 15:02:40,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
616,18/07/25 11:16:47,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
617,09/01/25 11:50:04,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
618,26/06/25 07:46:42,0,1,0,"Caso sin novedades, finalizado exitosamente."
619,18/11/25 03:49:37,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
620,12/01/26 10:08:02,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
621,30/06/25 17:21:52,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
622,26/11/25 05:53:49,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
623,17/12/25 14:44:30,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
624,20/11/25 05:51:08,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
625,02/02/25 22:49:29,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
626,19/01/25 09:12:02,0,0,0,"Caso sin novedades, finalizado exitosamente."
627,10/02/26 06:56:02,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
628,11/06/25 09:32:25,0,0,0,"Sin incidencias, asistencia completada a las 00:46."
629,22/02/26 17:30:16,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
630,19/01/25 20:12:18,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
631,02/07/25 01:55:41,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
632,19/06/25 08:07:51,0,0,0,"Caso sin novedades, finalizado exitosamente."
633,08/07/25 13:56:25,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
634,16/01/26 14:57:24,0,0,0,"Caso sin novedades, finalizado exitosamente."
635,23/06/25 05:31:44,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
636,12/09/25 11:59:51,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
637,23/09/25 08:51:05,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
638,08/01/26 13:05:27,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
639,05/11/25 05:34:18,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
640,14/06/25 03:05:20,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
641,05/12/25 09:19:28,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 36 min.
642,05/11/25 22:27:10,0,0,0,"Caso sin novedades, finalizado exitosamente."
643,20/12/25 14:22:28,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
644,22/01/25 23:55:58,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
645,30/06/25 19:27:17,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-9269."
646,24/11/25 01:04:42,0,0,0,"Sin incidencias, asistencia completada a las 09:50."
647,23/11/25 12:23:32,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
648,15/02/26 23:43:10,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
649,16/01/25 04:54:38,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
650,14/12/25 14:02:08,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
651,04/02/25 07:49:41,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 92 min.
652,07/07/25 11:24:36,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
653,17/01/25 19:09:43,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
654,19/08/25 11:23:28,0,0,0,"Caso sin novedades, finalizado exitosamente."
655,26/01/26 02:36:08,0,0,0,"Sin incidencias, asistencia completada a las 11:22."
656,29/09/25 11:25:20,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
657,29/11/25 08:15:07,0,0,0,"Sin incidencias, asistencia completada a las 01:59."
658,14/01/25 23:11:31,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
659,23/09/25 12:58:35,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
660,02/03/25 08:49:16,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
661,27/12/25 14:13:39,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
662,27/05/25 22:58:31,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
663,13/04/25 03:08:54,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
664,07/02/25 14:11:57,0,1,0,"Caso sin novedades, finalizado exitosamente."
665,01/01/26 14:05:51,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
666,16/12/25 10:42:22,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
667,30/12/25 02:35:34,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
668,29/05/25 09:54:10,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 69 min.
669,31/12/25 22:59:44,1,0,1,"No pudimos comunicarnos con el asegurado pese a 2 intentos (18:33, 21:16). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
670,23/11/25 05:50:23,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
671,18/09/25 07:07:12,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 47 min.
672,10/02/26 04:15:50,0,0,0,"Caso sin novedades, finalizado exitosamente."
673,10/09/25 00:23:35,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 101 min.
674,21/10/25 11:29:51,0,0,0,"Sin incidencias, asistencia completada a las 12:47."
675,10/10/25 04:39:56,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
676,14/02/25 02:19:25,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
677,03/01/26 23:30:33,1,0,1,"No pudimos comunicarnos con el asegurado pese a 4 intentos (16:27, 11:19). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
678,30/07/25 13:52:36,0,0,0,"Sin incidencias, asistencia completada a las 21:08."
679,07/02/25 04:20:41,0,0,0,"Sin incidencias, asistencia completada a las 16:43."
680,07/02/25 14:29:43,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
681,22/09/25 11:08:56,0,0,0,"Caso sin novedades, finalizado exitosamente."
682,01/03/26 17:40:37,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
683,04/04/25 04:27:32,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-9869."
684,29/01/25 03:33:09,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
685,05/06/25 05:10:20,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
686,30/12/25 07:22:33,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
687,26/05/25 02:16:12,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
688,22/11/25 17:17:08,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
689,17/11/25 09:39:34,0,1,0,"Sin incidencias, asistencia completada a las 13:19."
690,17/02/25 16:41:10,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
691,31/10/25 18:09:10,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
692,04/12/25 19:46:57,0,0,0,"Caso sin novedades, finalizado exitosamente."
693,06/11/25 10:53:59,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
694,16/10/25 01:52:55,1,0,0,"Caso sin novedades, finalizado exitosamente."
695,15/01/25 02:02:41,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
696,30/01/26 18:16:41,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
697,18/04/25 18:26:39,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
698,24/11/25 00:31:56,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
699,18/11/25 17:18:41,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
700,04/06/25 15:15:51,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
701,18/02/26 21:25:19,0,1,0,"Sin incidencias, asistencia completada a las 19:47."
702,21/08/25 02:44:03,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 102 min.
703,22/03/25 14:26:30,0,0,0,"Sin incidencias, asistencia completada a las 14:52."
704,26/08/25 06:21:38,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
705,15/03/25 10:55:45,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-7347."
706,13/06/25 23:55:22,0,0,0,"Sin incidencias, asistencia completada a las 09:49."
707,24/07/25 04:48:23,1,0,0,"Sin incidencias, asistencia completada a las 09:39."
708,21/09/25 17:06:20,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
709,04/05/25 14:07:17,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
710,19/08/25 07:09:06,0,0,0,"Caso sin novedades, finalizado exitosamente."
711,26/01/25 09:24:55,0,0,0,"Sin incidencias, asistencia completada a las 10:28."
712,12/11/25 13:15:55,0,0,0,"Sin incidencias, asistencia completada a las 18:57."
713,23/03/25 10:59:36,1,0,0,"Sin incidencias, asistencia completada a las 02:16."
714,05/01/26 10:12:48,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
715,23/03/25 15:32:29,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
716,13/09/25 09:31:01,0,0,0,"Sin incidencias, asistencia completada a las 20:23."
717,16/02/25 12:32:29,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
718,04/05/25 06:37:22,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
719,25/01/25 01:18:31,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
720,02/11/25 20:43:30,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
721,27/05/25 17:00:54,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
722,25/02/25 13:08:56,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
723,16/05/25 23:23:48,0,1,1,Demora elevada del prestador (+98 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
724,26/07/25 11:02:25,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
725,27/01/25 18:35:12,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
726,05/07/25 17:18:04,0,0,0,"Caso sin novedades, finalizado exitosamente."
727,17/07/25 16:28:48,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
728,09/10/25 08:52:39,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
729,15/12/25 19:07:08,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
730,19/02/25 12:23:50,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
731,23/06/25 17:23:48,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
732,15/03/25 06:38:32,0,1,0,"Sin incidencias, asistencia completada a las 17:04."
733,25/07/25 16:02:02,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
734,20/01/25 04:45:21,1,0,0,"Sin incidencias, asistencia completada a las 16:13."
735,16/02/26 15:33:29,0,0,0,"Caso sin novedades, finalizado exitosamente."
736,18/03/25 19:57:32,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
737,13/03/25 10:59:39,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
738,13/06/25 05:25:39,0,1,0,"Sin incidencias, asistencia completada a las 19:54."
739,14/01/26 09:37:21,0,0,0,"Caso sin novedades, finalizado exitosamente."
740,17/09/25 16:34:31,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
741,29/12/25 18:19:30,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
742,22/02/26 00:23:21,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
743,11/12/25 03:26:37,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
744,07/06/25 23:55:44,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
745,19/11/25 00:38:30,0,0,0,"Caso sin novedades, finalizado exitosamente."
746,16/05/25 20:50:49,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
747,24/10/25 18:14:46,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
748,27/01/25 18:30:10,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
749,26/09/25 20:46:39,0,0,0,"Caso sin novedades, finalizado exitosamente."
750,01/02/26 12:09:52,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
751,15/12/25 07:02:36,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 52 min.
752,25/12/25 03:12:01,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
753,14/08/25 10:26:09,0,0,0,"Sin incidencias, asistencia completada a las 17:57."
754,31/07/25 22:13:26,0,0,0,"Sin incidencias, asistencia completada a las 23:03."
755,14/09/25 19:58:30,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
756,11/03/26 23:46:03,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
757,28/12/25 04:33:13,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
758,15/10/25 10:42:30,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
759,27/09/25 12:20:11,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
760,24/08/25 17:21:34,0,0,0,"Caso sin novedades, finalizado exitosamente."
761,01/07/25 21:49:55,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
762,05/01/26 21:41:51,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
763,21/12/25 08:39:30,0,0,0,"Sin incidencias, asistencia completada a las 09:13."
764,09/04/25 07:17:35,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
765,02/06/25 07:19:49,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
766,28/05/25 22:13:44,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
767,27/12/25 15:20:30,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
768,28/06/25 17:59:59,0,0,0,"Caso sin novedades, finalizado exitosamente."
769,12/02/26 23:17:18,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
770,04/03/25 18:43:34,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
771,14/07/25 12:52:22,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 49 min.
772,31/01/26 04:18:02,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
773,28/05/25 22:05:22,0,1,1,Demora elevada del prestador (+77 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
774,15/08/25 20:16:47,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
775,03/09/25 06:12:52,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
776,03/10/25 08:59:35,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
777,23/12/25 08:08:06,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
778,12/11/25 23:37:15,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
779,05/05/25 01:42:57,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
780,29/09/25 07:40:14,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
781,27/01/25 03:26:21,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
782,03/01/26 15:06:43,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
783,30/01/26 04:00:35,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
784,22/03/25 13:41:59,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
785,01/09/25 15:41:12,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
786,23/01/26 09:20:18,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
787,27/11/25 01:58:49,0,1,0,"Sin incidencias, asistencia completada a las 18:08."
788,15/02/25 20:36:14,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
789,01/10/25 23:46:54,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
790,20/01/25 05:26:56,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
791,05/03/26 05:59:58,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
792,19/01/25 12:50:31,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
793,06/04/25 23:55:59,1,0,0,"Sin incidencias, asistencia completada a las 00:04."
